video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
W-PmvEeHioQ,codebasics,Data Science & Machine Learning Project - Part 8 Deployment & Exercise | Image Classification,"We will look at how you can deploy trained model to production. In fact deploy entire project to production. This will be exactly same as our model deployment process for Bangalore property price prediction project. So follow steps in that video (Deploy model to prod video: https://www.youtube.com/watch?v=q8NOmLD5pTU&t=9s) and deploy this model. If you like my work than I am asking for 3 things in return,
1) Work on deploying model and the whole project to amazon EC2 by following above video
2) Modify this project so that instead of 5 sports celebrity you are doing classification of 5 of your role models. This could be your parents, teacher, spiritual leaders or entrepreneurs who have influenced you. Upload the project on your github and post a link in video comment below 
3) Share my work with as many people as possible through linkedin, facebook and other mediums
Code: https://github.com/codebasics/py/tree/master/DataScience/CelebrityFaceRecognition

Special thanks to,
Debjyoti Paul (Amazon Data Scientist): For help with entire project

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: http://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['image classification machine learning project', 'data science project', 'data science project deplopment', 'projects deployment for beginners', 'machine learning project with deployment', 'deploying your machine learning model', 'machine learning model deployment', 'deploying machine learning model', 'ml deployment', 'deploy ml', 'deploying ml', 'ml deploy', 'model deployment', 'data science with deployment for freshers', 'machine learning project deployment for freshers', 'ml web app project with deployment']",2020-06-18T13:00:11Z,15032,500,,70,PT5M17S,hd,false
idMKTkfeo4A,codebasics,Data Science & Machine Learning Project - Part 7 Build Website | Image Classification,"In this video, we will build a website for our project. This website have an area where someone can drag and drop an image of a person and it will identify that person. The image classification is restricted to only 5 classes or 5 sports people. We will use HTML/CSS/Javascript for this project. JQuery is used to make http calls to python flask backend. 

Code: https://github.com/codebasics/py/tree/master/DataScience/CelebrityFaceRecognition

Special thanks to,
Debjyoti Paul (Amazon Data Scientist): For help with entire project

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: http://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['deploy machine learning model', 'deploy ml model using', 'deploying ml model using flask', 'machine learning website deployment', 'how to deploy ml model on website', 'ml model deployment using website', 'flask machine learning web app', 'build a machine learning web application', 'build a machine learning web app', 'machine learning projects', 'best machine learning projects', 'top machine learning projects', 'Machine Learning project with deployment', 'image classification machine learning project']",2020-06-18T12:40:28Z,18477,176,,29,PT38M14S,hd,false
NtNl97LlpOk,codebasics,Data Science & Machine Learning Project - Part 6 Flask Server | Image Classification,"Python flask is a light weight web server. In this video, we will write a flask server that will use the trained model and perform image classification. UI will talk to this backend server and perform image classification task for our sports person identification project. At the end of this video you will have fully functioning python flask server or backend ready that UI can talk to. In next video we will write UI or front end website for our project. 
Code: https://github.com/codebasics/py/tree/master/DataScience/CelebrityFaceRecognition

Special thanks to,
Debjyoti Paul (Amazon Data Scientist): For help with entire project

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: http://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['python flask server machine learning', 'image classification machine learning project', 'deploy machine learning model flask', 'deploying ml project using flask', 'data science project python flask server', 'machine learning project python flask server', 'flask machine learning', 'flask for machine learning project', 'flask for machine learning', 'ml model deployment using flask', 'ml model with flask', 'how to deploy ml model using flask', 'machine learning project deployment', 'deploy ml model']",2020-06-16T16:00:10Z,19429,357,,71,PT36M16S,hd,false
lqEzYDuTnvU,codebasics,How B com graduate became a data analyst | Data analyst career transition,"Hitesh Talreja is senior data analyst in Accenture. He has b com (Bachelor of commerce) degree and with that he was able to make successful career in the field of data science. He will share many useful tips and step by step process on how a b com graduate can become a data analyst.

Topics:
0:00 Introduction 
1:12 What do you at present & What do you enjoy the most in your data analyst job
3:17 Your journey of becoming a data analyst with b com background and what inspired you to choose this career?
15:15 What job portals did you use to apply for a job?
16:30 What concepts or topics that you learnt in bcom that can help you when you move to data analysis field (you can talk about what math or statistics topic that you learnt that is helping you now)
18:46 People argue that it is hard to get interview calls if you are from b com background. What did you do to get interview calls? What projects did you show on your resume?
23:06 What challenges did you face when transitioning to data analyst career coming from bcom background
25:25 If someone wants to become data analyst with b com background what is the step by step process that you would recommend
25:43 How much time does it take to learn data analyst skills
28:17 How easy is it to enter a data analysis field with b com field? Is it very very hard?
29:34 How likely companies are to hire a person with b com background as a data analyst?
32:34 Is data science and data analysis a hype or a bubble that is going to burst soon?

Hitesh's linked in profile: https://www.linkedin.com/in/hitesh-t/
Feel free to contact him if you have any questions.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['bcom to data analyst career transition', 'b com to data analyst', 'data analyst for non technical background', 'b com graduate became a data analyst', 'bcom to data analyst', 'data analyst career transition', 'data analyst for non technical', 'switch career to data analyst', 'how to become a data analyst', 'career change away from data analyst', 'career transition from non programmer to data analyst', 'data analytics courses for non it background', 'become a data scientist', 'b.com to data analyst']",2020-06-15T16:00:09Z,138953,3822,,300,PT39M16S,hd,true
5Uc_m9CRWro,codebasics,Data Science & Machine Learning Project - Part 5 Training a Model | Image Classification,"Once we have X and y after applying feature engineering techniques, we can now create simple SVM model to get a feel of how it is going to perform on image classification. We will then use GridSearchCV and try different models with different hyper parameters to come up with a best model that can give us maximum accuracy. We will use sklearn classification_report to check the performance. Once we select best model based on GridSearchCV we can evaluate it on X_test and y_test to get a feel of how it is going to perform in production. Confusion matrix is used with seaborn visualization to get an understanding of classification errors for each of the classes. In the end we export the model to a file using joblib.

Code: https://github.com/codebasics/py/blob/master/DataScience/CelebrityFaceRecognition/model/sports_celebrity_classification.ipynb

Special thanks to,
Debjyoti Paul (Amazon Data Scientist): For help with entire project

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: http://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['image classification machine learning project', 'machine learning models explained', 'machine learning models', 'machine learning data science', 'machine learning models for project', 'training a machine learning model', 'train and test data', 'training and testing data in machine learning', 'training in machine learning project', 'explain training and testing in machine learning', 'what is training data in machine learning', 'what is testing of data in machine learning']",2020-06-15T12:30:08Z,20122,294,,41,PT20M1S,hd,false
sWAPtaBZKBQ,codebasics,Data Science & Machine Learning Project - Part 4 Feature Engineering | Image Classification,"In this video, we will use cropped images and apply wavelet transform to extract meaning features that can help with image identification. You need to understand many important concepts such as time vs frequency domain, fourier transform, representing images as frequency etc. You will find below resources to understand these concepts. USing wavelet transform and a raw pixel image we will create our X and use class labels as y. These X and y will be used for model training. Feature engineering techniques in this tutorial will enhance your understanding on how they can be used to create powerful prediction function.

Code: https://github.com/codebasics/py/blob/master/DataScience/CelebrityFaceRecognition/model/sports_celebrity_classification.ipynb

Resources to understand signal processing concepts:
My friend Iman's youtube channel: https://www.youtube.com/channel/UCVkatNMgkEdpWLhH0kBqqLw
Representing image as a frequency: https://www.youtube.com/watch?v=xrTor1uw5iI
Fourier transform: https://www.youtube.com/watch?v=spUNpyF58BY&t=423s

Special thanks to,
Debjyoti Paul (Amazon Data Scientist): For help with entire project

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: http://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['image classification machine learning project', 'feature engineering tutorial', 'feature engineering in data science projects', 'feature engineering machine learning', 'feature engineering tutorial data science', 'feature engineering in data science', 'feature engineering for machine learning', 'feature engineering data science', 'feature engineering ml projects', 'feature engineering techniques', 'feature engineering', 'python feature engineering', 'data modeling in python']",2020-06-14T16:00:10Z,21874,354,,50,PT18M23S,hd,false
ny5Mv7wYzFU,codebasics,"Data Science Interview Tips, Career Guidance With Ken Jee, Krish Naik, Data Professor & Codebasics","Four data YouTubers got together for a panel discussion on data science interview tips and career guidance. 
Here are the links of youtube channels, please subscribe and support their work,
Data professor: https://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q
Ken Jee: https://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg
Krish Naik: https://www.youtube.com/user/krishnaik06

Topics:
0:00 Introduction 
2:38 How to reach out for data science help?
11:59 How to write a good resume for data science role
21:55 Do they ask about competitive programming and data structures during interviews
27:10 Should I work for a start-up or MNC, trade-offs
34:07 Salary expectations for data scientists/analysts in different countries
40:21 What can I do to increase my placement for a data science job
46:32 Python vs R

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: http://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['Data science career tips.', 'data science interview questions', 'krish naik interview', 'ken jee interview', 'data professor interview', 'how to explain data science project in interview', 'how to write a good resume for data science role', 'how to reach out for data science help', 'how to prepare for data science interviews', 'data scientist interview tips', 'data scientist career advice', 'data science interview questions for experienced', 'data scientist interview questions']",2020-06-14T14:00:09Z,6997,436,,38,PT57M46S,hd,false
kwKfWBb6frs,codebasics,Data Science & Machine Learning Project - Part 3 Data Cleaning | Image Classification,"In this video, we are going to clean images that we downloaded from google in a way that it is suitable to train our classifier. We mostly identify a person in a photo with a face. Hence we will use opencv and a technique called haar cascades to detect if a face and two eyes are clearly visible or not. If they are than we keep the image otherwise we discard the image. Majority of the data cleaning work will be done using python code but there will be some cleaning work that we will have to do manually. 

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Code: https://github.com/codebasics/py/blob/master/DataScience/CelebrityFaceRecognition/model/data_cleaning.ipynb
Code folder: https://github.com/codebasics/py/blob/master/DataScience/CelebrityFaceRecognition/model/

Special thanks to,
Debjyoti Paul (Amazon Data Scientist): For help with entire project
Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['image classification machine learning project', 'data cleaning machine learning', 'data cleaning using python', 'data cleaning in machine learning', 'data cleaning in machine learning python', 'data cleaning in data science project', 'ml image classification', 'image classification using ml', 'Image Classification using machine learning', 'machine learning data cleaning', 'machine learning projects data cleaning', 'data cleaning', 'python data cleaning', 'data cleaning in python', 'data cleaning tutorial']",2020-06-13T13:00:10Z,50757,1041,,231,PT40M45S,hd,false
m1dQ38qDABw,codebasics,Data Science & Machine Learning Project - Part 2 Data Collection | Image Classification,"There are 4 different ways of collecting data for our project,

(1) Manually download images from google images
(2) Use python and web scrapping to automate downloading images from google. Here is the article on how you can do that: https://towardsdatascience.com/image-scraping-with-python-a96feda8af2d
(3) Use a chrome extention called fatkun. You can download that from here: https://chrome.google.com/webstore/detail/fatkun-batch-download-ima/nnjjahlikiabnchcpehcpkdeckfgnohf?hl=en
(4) Buy these images from third party vendor who is selling images database. Sometimes if a company is in sports or news domain they might have internal database of these images. You can work with engineering team that owns that database and get an access of those images

00:00 Overview
00:38 Manually download images from google
01:03 Use python and web scrapping 
03:29 Use a chrome extension called fatkun
04:20 Buy data from third party vendor for a price

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

You need to download chrome extension based on your chrome version: https://chromedriver.chromium.org/downloads
Put chromedriver.exe in same folder as image_download.py

Github link for google image scrapping code: https://github.com/codebasics/py/blob/master/DataScience/CelebrityFaceRecognition/google_image_scrapping/image_download.py
Link for dataset if you want to download directly: https://github.com/codebasics/py/tree/master/DataScience/CelebrityFaceRecognition/images_dataset

Special thanks to,

Ken Jee (https://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg) : For suggesting fatkun
Debjyoti Paul (Amazon Data Scientist): For help with entire project
Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['image classification machine learning project', 'data collection machine learning', 'data collection techniques machine learning', 'Data Collection For Machine Learning', 'getting data for machine learning', 'Where to collect Data for Machine Learning', 'how to collect data machine learning', 'how to collect data for Data Science', 'prepare data for Machine learning', 'data collection in data science', 'data collection ml project', 'ml project end to end', 'data collection data science']",2020-06-12T12:45:10Z,37734,540,,42,PT5M37S,hd,false
qWXXHjV3JHI,codebasics,Data Science & Machine Learning Project - Part 1 Introduction | Image Classification,"With this video, we are beginning end to end machine learning project or data science project for sports celebrity image classification. During this project, I will give you a feel of how projects are executed in big companies in a typical corporate environment. We will try to classify an image of my favourite 5 sports people. In this video I am just giving an introduction and going over business requirements etc. In next one we will talk about data collection. While working on this project you will learn,

1) How to build end to end machine learning or data science project
2) Use Opencv library for face and eyes detection
3) data cleaning using opencv face detection and feature engineering using wavelet transforms
4) Model building using SVM, logistic regression, random  forest
5) Model fine tunning using gridsearchcv
6) Export model to a file and write python flask server around it that can server http requests generated by UI
7) Build ui using HTML,CSS,javascript and JQuery

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['image classification machine learning project', 'data science projects for beginners', 'data science project', 'data science projects for portfolio', 'data science projects end to end', 'data science projects for resume', 'data science projects', 'data science resume project', 'data science complete project', 'data science project from scratch', 'end to end machine learning project', 'ml projects using python', 'ml projects for beginners', 'ml projects with code', 'ml projects using python for beginners']",2020-06-12T12:30:08Z,65597,1109,,68,PT4M42S,hd,false
pOXmn7jP9gQ,codebasics,Is Becoming a Data Scientist Hard?,"HBR named data scientist the sexiest job of the 21st century. If companies are paying so high for data scientist jobs, it must be not very easy to become a data scientist. However many times people live in inferiority complex thinking that they are not good at math, statistics, or programming hence they can't become data scientist even though they have a passion in this field. My suggestion is to ask yourself ""have you followed the right resources to learn data science skills?"" For example, to learn math I always advise people to use these resources,
Great resources to learn math:
https://www.mathsisfun.com/
https://www.khanacademy.org/
3b1b youtube channel: https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw

Also for python programming, this tutorial playlist is something that even middle school student can follow along easily,
Python tutorials: https://www.youtube.com/playlist?list=PLeo1K3hjS3usILfyvQlvUBokXkHPSve6S

Other than following the right resources one needs to ask if you are right-brained or left-brained person. Are you interested in data science and analytical job? Data scientist job is so much in demand and there is a lot of competition so certainly, while it is not easy to become a data scientist if you are committed and ready to do hard work with a lot of discipline it is certainly not very hard as well.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['is data science hard', 'data scientist', 'how to become a data scientist', 'what does data scientist do', 'how difficult is data science', 'how tough is data science', 'is becoming data scientist easy', 'is learning data science hard', 'data scientist jobs', 'learning data science', 'is data science learning important?', 'why you should not be a data scientist', ""don't be a data scientist"", 'is data science is hard', 'data science is hard', 'is data science a bubble', 'is data scientist actually worth it']",2020-06-11T12:30:10Z,39351,1592,,102,PT6M40S,hd,false
34-RThWWRHM,codebasics,Data Analyst Interview & Job Tips With A Data Analyst | Mechanical Engineer to Data Analyst,"Data analyst career guidance, job tips, interview tips are discussed in this video with senior data analyst Hemanand. Hemanand was a mechanical engineer who became a data analyst and he would share his journey on how to become a successful data analyst. We will also cover interview tips, data analyst skills, how to be successful in a data analyst job etc.

Topics:
00:00 Introduction 
08:48 What do you do as a data analyst? Your 9 to 6 routine
13:15 Skills needed to become good data analyst
18:18 What specific math/statistics concepts that we need to learn?
24:05 How much strong math background needed for a data scientist
25:55 Which BI tools should we master?
30:08 Is SQL needed for data analyst/scientist?
32:39 What is data warehousing, data wrangling, data modeling?
36:10 As a data analyst do I need to know machine learning?
36:54 Online resources for a fresher
38:46 Certifications for a data analyst
43:11 Importance of certificates in getting a job
43:39 What courses did you take to become a data analyst
45:25 Job tips for freshers
48:33 I am in college. How do I prepare myself for a data analyst career?
56:16 How fresher can build projects? Job market post covid-19
1:00:35 Can b.com graduate get a job in Amazon?
1:06:02 Technical interview tips 
1:09:44 SQL interview questions
1:12:01 Tips for people trying to switch to data science from some other field.
1:25:40 Data science freelancing

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Hemanand's linked https://www.linkedin.com/in/hemanand-vadivel-0b34aab5/  
Learn data analyst skills for free: https://www.youtube.com/watch?v=x6tnVOn4st4  
What is a data warehouse, ETL etc? https://www.youtube.com/watch?v=oF_2uDb7DvQ&t=386s

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['data analyst interview tips', 'data analyst interview', 'data analyst interview skills', 'data analyst interview questions and answers', 'data analytics interview', 'data analyst career guidance', 'data analyst career transition', 'mechanical engineer to data analyst', 'mechanical engineer to data analyst transition', 'mechanical engineering to data analyst', 'michanical engineer to data analyst', 'mechanical engineer turned into a data analyst', 'switch career to data analyst']",2020-06-09T11:30:13Z,54997,1364,,114,PT1H29M22S,hd,false
YKPFQUvckU0,codebasics,Data Analyst Resume Review Session | Review 27 Real Resumes For Data Analyst Position,"Review of some 27 resumes for a position of data analyst conducted by Dhaval Patel (codebasics youtube channel) and Utsav Mehta, an experienced data analyst. A couple of weeks back I requested you to send me your resume if you are interested in me reviewing it. I received many resumes out of which  I picked the first few and did an online review session along with Utsav.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Utsav's Linkedin: https://www.linkedin.com/in/utsav-mehta/

Utsav's resume: PDF: https://github.com/codebasics/py/blob/master/TechTopics/ResumeDataAnalyst/Resume_data_analyst_utsav_mehta.pdf

DOCX: https://github.com/codebasics/py/blob/master/TechTopics/ResumeDataAnalyst/resume_data_analyst_mehta_utsav.docx

You can use Utsav's resume as a template for both data analyst fresher and experienced positions.

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['data analyst resume review', 'data analyst resume example', 'data analyst resume with no work experience', 'data analyst resume for freshers', 'data analyst resume entry level', 'data analyst resume sample entry level']",2020-05-31T03:30:02Z,51324,1296,,87,PT1H32M4S,hd,false
ysqAne_0Tu8,codebasics,Preparing Vegetable Garden For Summer 2020,"I grow vegetables in my  backyard, It is may 2020 and now is the time to plant the vegetables here in new jersey, USA.
Website: http://codebasicshub.com/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub",,2020-05-30T02:30:07Z,2820,135,,58,PT4M23S,hd,false
A3gClkblXK8,codebasics,Outlier detection and removal using IQR | Feature engineering tutorial python # 4,"IQR is another technique that one can use to detect and remove outliers. The formula for IQR is very simple. IQR = Q3-Q1. Where Q3 is 75th percentile and Q1 is 25th percentile. Once you have IQR you can find upper and lower limit by removing this formula,
lower_limit = Q1-1.5*IQR
upper_limit = Q3 +1.5*IQR
Anything less than a lower limit or above the upper limit is considered outlier. We will use python pandas to remove outliers on a sample dataset and in the end, as usual, I have an interesting exercise for you to practice

Code & Exercise: https://github.com/codebasics/py/blob/master/ML/FeatureEngineering/3_outlier_IQR/3_outliers_iqr.ipynb
Link for kaggle dataset: https://www.kaggle.com/mustafaali96/weight-height

Topics

00:00 What is percentile and IQR
04:15 Remove outliers using IQR
06:55 Exercise

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['iqr outliers 1.5 rule', 'outlier removal iqr', 'iqr statistics feature engineering', 'feature engineering', 'outlier detection', 'anomaly detection using iqr', 'outlier removal with iqr', 'feature engineering techniques iqr', 'iqr outliers', 'outlier detection using iqr', 'outlier detection iqr', 'outlier removal using iqr', 'how to handle outliers using iqr', 'how to handle outliers with iqr', 'handle outliers iqr', 'outlier detection python', 'outlier detection removal', 'outlier detection removal using iqr']",2020-05-29T12:30:02Z,43757,925,,110,PT8M2S,hd,false
KFuEAGR3HS4,codebasics,"Outlier detection and removal: z score, standard deviation | Feature engineering tutorial python # 3","If we have a dataset that follows normal distribution than we can use 3 or more standard deviation to spot outliers in the dataset. Many times these are legitimate values and it really depends on the situation if you want to remove them or not. But removing outliers can significantly increase the statistical power of machine learning model hence it is recommended that you treat outliers before building a model. Z score indicates how many standard deviation away a given sample is. We are going to go through all this theory and write python code to remove outliers from heights dataset that I have taken it from kaggle. 

Link for kaggle dataset: https://www.kaggle.com/mustafaali96/weight-height

Code & Exercise: https://github.com/codebasics/py/blob/master/ML/FeatureEngineering/2_outliers_z_score/2_outliers_z_score.ipynb
CSV file for exercise: https://github.com/codebasics/py/tree/master/ML/FeatureEngineering/2_outliers_z_score/Exercise

Topics
00:00 Introduction
00:20 Exploratory analysis on a kaggle dataset 
01:14 Plot histogram and bell curve
06:30 Use 3 standard deviation to remove outliers
12:14 Use Z score to remove outliers 
17:39 Exercise

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['z score python pandas', 'z score python example', 'z score outlier detection python', 'standard deviation outlier python', 'outlier detection and removal in python', 'outlier detection python z score', 'feature engineering tutorial python', 'outlier detection', 'outliers', 'outlier removal', 'z score', 'outlier detection standard deviation', 'outlier detection and removal', 'standard deviation feature engineering', 'outlier detection and removal z score', 'outlier detection and removal standard deviation']",2020-05-28T12:30:01Z,62333,1383,,104,PT20M5S,hd,false
Izk2VJXWSxc,codebasics,"Career guidance, job tips with Amazon Engineer and Cox AI director Part 2","Mahesh chavda and chirag gheewala join me for this amazing conversation where we discuss fresher job and interview tips, career guidance, how to be successful, avoid distractions, and many other topics. Mahesh is a software engineer at audible which is an Amazon company. Chirag is a directory of AI and chatbot division in cox communications which is a big telecommunication company in South America. We three classmates in our college and have been close friends for the past 20 years almost. 

Mahesh doesn't have one hand. With this physical disability he achieved great success in his life. 

Chirag didn't have a job for one year after graduation and went through a lot of hardships but now is at the peak of his career. 

Tips of both of these gentlemen can help anyone who wants to be successful in a job as well as life in general.

Mahesh's linked in: https://www.linkedin.com/in/mahesh-chavda-650a3a54/
Chirag's linked in: https://www.linkedin.com/in/chirag-gheewala-23b70b8/

We are answering questions posted here: https://www.youtube.com/post/UgxBMS2r7Z0crdQEblB4AaABCQ

Topics:

0:00 How to overcome job frustration?
3:01 Is working in a banking finance company as a software developer a good career choice?
4:05 Mechanical engineer working as a data scientist. Should he feel inferior compared to CS background people?
6:53 Should I go with Python or R?
7:38 What should be the approach while doing new projects?
9:16 Is the demand for data scientists going to stay?
10:47 BSC Math to data science transition. Poor financial background concerns.
13:50 Help for building a resume for data science field
15:50 How to progress as a data scientist and get a job in MNC with a lucrative package? 
19:14 Can a BCom graduate become a data analyst?
20:35 Is being a data scientist easy?
22:48 Abroad job opportunities
27:04 13 years of QA experience. Can I shift to data science career
32:23 Bright person, stuck in a job not able to utilize skills properly. How to stay motivated?
37:18 Importance of competitive programming. How to get a job in FAANG companies.
40:28 Career break of 5 years. Tips for building a data analytics resume.
41:37 5 years of telecom engineer experience. Is it possible to change career to data science? Tips for getting a job
42:38 Any website suggestions for freelancing?

Website: http://codebasicshub.com/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['career guidance', 'how to be successful in IT career', 'data science career advice', 'IT career advice', 'motivation', 'technology', 'interview with senior software engineer']",2020-05-26T14:06:23Z,1107,40,,10,PT46M37S,hd,false
ubdmKhVJ5I0,codebasics,"Career guidance, job tips with Amazon Engineer and Cox AI director Part 1","Mahesh chavda and chirag gheewala join me for this amazing conversation where we discuss fresher job and interview tips, career guidance, how to be successful, avoid distractions, and many other topics. Mahesh is a software engineer at audible which is an Amazon company. Chirag is a directory of AI and chatbot division in cox communications which is a big telecommunication company in South America. We three classmates in our college and have been close friends for the past 20 years almost. 

Mahesh doesn't have one hand. With this physical disability he achieved great success in his life. 

Chirag didn't have a job for one year after graduation and went through a lot of hardships but now is at the peak of his career. 

Tips of both of these gentlemen can help anyone who wants to be successful in a job as well as life in general.

Mahesh's linked in: https://www.linkedin.com/in/mahesh-chavda-650a3a54/
Chirag's linked in: https://www.linkedin.com/in/chirag-gheewala-23b70b8/

We are answering questions posted here: https://www.youtube.com/post/UgxBMS2r7Z0crdQEblB4AaABCQ

Topics:
00:00 An introduction of Mahesh and Chirag 
13:40 How to manage distractions, handle priorities and manage time?
22:30 Fresher job tips, staying motivated, confused between many learning resources
23:54 Data engineering career and job tips
27:35 Pandemic job loss, how to stay relevant?
30:36 Every company asks for 2 years of experience. What should freshers do? 
34:48 Tips for improving english communication
40:54 How to grow a career in IT to achieve success?
45:24 How to learn things effectively?
47:24 How can BCom graduates learn python? 

Website: http://codebasicshub.com/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['career guidance', 'how to be successful in IT career', 'data science career advice', 'IT career advice', 'motivation', 'technology', 'interview with senior software engineer']",2020-05-26T14:04:35Z,2318,97,,17,PT51M52S,hd,false
7sJaRHF03K8,codebasics,Outlier detection and removal using percentile | Feature engineering tutorial python # 2,"Outliers are unusual data points that differ significantly from rest of the samples. They can occur due to an error in data collection process or they are just legitimate data points and represent natural variation. In this video we are going to use percentile to detect and remove outliers from a dataset. We will use python pandas for this. 

Code & Exercise: https://github.com/codebasics/py/blob/master/ML/FeatureEngineering/1_outliers/1_outliers_percentile.ipynb

Topics
00:00 Outliers introduction
01:44 What is percentile
03:41 Remove outliers from simple dataset
08:10 Remove outliers from complex dataset
14:59 Exercise

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Feature Engineering Tutorial Python Playlist: https://www.youtube.com/watch?v=pYVScuY-GPk&list=PLeo1K3hjS3ut5olrDIeVXk9N3Q7mKhDxO

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['outlier detection and removal in python', 'outlier detection python percentile', 'pandas outlier detection feature engineering', 'feature engineering tutorial python', 'outlier detection', 'how to remove outliers', 'how to remove outliers from dataset', 'outlier analysis', 'outliers python', 'how to remove outliers in python', 'outlier detection python', 'removing outliers in python', 'outlier detection using the percentile method', 'outlier detection using percentile', 'outlier removal', 'remove outliers']",2020-05-26T00:09:07Z,82420,1577,,120,PT17M18S,hd,false
pYVScuY-GPk,codebasics,What is feature engineering | Feature Engineering Tutorial Python # 1,"Feature engineering is an important area in the field of machine learning and data analysis. It helps in data cleaning process where data scientists and analysts spend most of their time on. Here are few examples of feature engineering techniques,

1) Outlier detection and removal
2) One hot encoding
3) Log transform
4) Dimensionality reduction using principal component analysis (a.k.a. PCA)
5) Handling missing values 
6) Scaling

In this video we will understand what is feature engineering by going over simple house price prediction example. This is a beginning of a tutorial series on feature engineering techniques.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Feature Engineering Tutorial Python Playlist: https://www.youtube.com/watch?v=pYVScuY-GPk&list=PLeo1K3hjS3ut5olrDIeVXk9N3Q7mKhDxO

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['feature engineering', 'feature engineering machine learning', 'feature engineering techiniques', 'feature engineering example', 'feature engineering tutorial python', 'feature engineering in data science', 'feature engineering techniques', 'feature engineering for machine learning', 'feature engineering data science', 'what is feature engineering', 'what is feature engineering machine learning', 'what is feature engineering data science', 'what is feature engineering deep learning']",2020-05-25T03:30:05Z,80147,1367,,69,PT5M12S,hd,false
