video_id,comments
_0rHU6qAQe0,"['Thanks for watching everyone! I hope you git it now 😉\n\n""Checkout"" these videos next!\nData Science Project From Scratch Series (Git Used): https://www.youtube.com/playlist?list=PL2zq7klxX5ASFejJj80ob9ZAnBHdz5O1t\n5 Essential Data Science Projects for Your Portfolio: https://www.youtube.com/watch?v=BBDiadC8BvE&ab_channel=KenJee\n5 Unusual Data Science Projects That Will Land You A Job: https://www.youtube.com/watch?v=d6FeV8WXPWY&ab_channel=KenJee\n\nResources I used to learn git: \nFree Pro Git E-book: https://git-scm.com/book/en/v2\n\nImage Credit:\nhttps://www.edureka.co/blog/git-vs-github/\nhttps://www.nobledesktop.com/learn/git/git-branches', 'Thanks for you wink ;)', 'Literally awfull puns', 'The puns in the intro though.', 'I\'m familiar with git from a software development side.  My question is for data science what do you add/track in your epo?  Do you track the entire working tree so that output files dont need to be regenerated for each contributors (e.g. if you have slow running scripts). It do you only ""add"" the source data and scripts so that each person needs to run everything in their local copies?', 'You are so cute in this peach shirt. Ok I know I’m off the topic. I will focus on the DS part.😅', 'I am from non programming background, I have already started learning about Git and Github commands. Hope this will help me in near future.', ""Did you leave out mentioning your own github repository on purpose? \nAlso, was it an oversite the not mention github's opensource community as a resource?"", 'Ohh!!! I was confused between git and Github, Obviously due to lack of knowledge but now the idea is clear. I will watch this video again while implementation it or when I will actually use git for storing projects. Also thank you for git resources...', 'Very clear and descriptive Ken!']"
tnpV1etgcxs,"[""The Podcast Channel: https://www.youtube.com/channel/UCpEJMMRoTIHJ8vG8q_EwqCg?sub_confirmation=1\r\nThe Podcast Clips Channel: https://www.youtube.com/channel/UCHt217WWmcdUXAeiIc2E_Cw?sub_confirmation=1\nThanks for tuning in everyone, and I'm excited to share this new journey with you!"", 'Thank you for these podcasts... Actually, these sessions are good to understand the thought process of experts which is very good🤟', 'Datast', 'The Ken Jee Show', 'Data Dude Podcast', ""Am very happy to hear this news... Thanks @ken. Let's win more!"", 'Subscribed!', ""Can't wait for the first episode!"", 'Awesome, I saw it coming haha! :D', 'Great step!']"
Uf0dO-pgOrk,"['One thing I neglected to mention is that part of impostor syndrome is that you feel like you\'re going to get ""found out"". Luckily people usually a lot more wrapped up in their own insecurities than they are in exposing yours! Thanks for watching everyone! \n\nVideos and Articles Mentioned\r\nDunning-Kruger: https://www.businessinsider.com/imposter-syndrome-makes-the-best-employees-feel-like-a-fraud-heres-how-to-embrace-it-2017-5#:~:text=It%20might%20help%20to%20understand,to%20realise%20they\'re%20dumb.\r\nMy interview with richard: https://www.youtube.com/watch?v=hJetp07LMrw&ab_channel=RichardOnData\r\nJeff\'s article about landing 7 data science jobs: http://www.jefflichronicles.com/blog/2020/9/26/i-got-7-job-offers-during-the-worst-job-market-in-history-heres-the-data\r\nRichard\'s Impostor syndrome Video: https://www.youtube.com/watch?v=jw693w7cdxk&t=161s&ab_channel=RichardOnData\n\nTry watching this next: https://www.youtube.com/watch?v=jf3j0lWmFPU&ab_channel=KenJee', 'The simplest solution is doing the work. If you can make something work, then you are that smart. If not , you aren\'t.  Beyond that ,its difficult to deal with, as it becomes a sort of gray area.\nFeynman put it best. "" I\'m smart enough to know how dumb I am""', 'The first second of this video describes my life lol', 'I am yet to break in this filed, but I totally get you. I really like to learn new things and this field is full of surprises. I love it.', 'I feel quite insecure when trying out a new project from Kaggle and feel that I am just copying others and not doing anything unique. What would you suggest as a method by which I can overcome this insecurity and push myself forward?', ""Thanks for sharing Ken. This is very familiar feeling. That is why I have guilt feeling that i havent spent enough time working even though I've been coding and learning 10-12 hours daily.\nKeep up sharing great content 👌"", ""I never have any problem with this feeling as long as i am working like crazy and learning new stuff but if i take a break for 2 days or sometimes even few hours, it kicks in and motivates me to work even harder. I like it. Doesn't let me get comfortable with what i know."", 'Yeah I kinda didn’t deal with my imposter syndrome in the healthiest way,... I tried to just learn absolutely everything before applying for internships as an undergrad. I would just sit and cram and learn stuff thay most interns as an undergrad wouldn’t need to know going in.', 'Got this video on feed and it was a divine timing . \nPs: we have same glasses 😂💯✌️', 'Thanks for this video. Being rejected during many past interviews led to me having similar feelings of imposter syndrome despite past success.']"
N97MhZEp2UQ,"[""Listen to Ken's Nearest Neighbors on all the main podcast platforms! \r\nOn Apple Podcasts: https://podcasts.apple.com/us/podcast/kens-nearest-neighbors/id1538368692 (Please rate if you enjoy it!)\r\nOn Spotify: https://open.spotify.com/show/7fJsuxiZl4TS1hqPUmDFbl\r\nOn Google: https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5idXp6c3Byb3V0LmNvbS8xNDMwMDQxLnJzcw?sa=X&ved=0CAMQ4aUDahcKEwjQ2bGBhfbsAhUAAAAAHQAAAAAQAQ\r\nOn YouTube: https://www.youtube.com/channel/UCpEJMMRoTIHJ8vG8q_EwqCg (Trying to get to 1k so I can start tagging YouTube Guests!)\n\nThanks for watching everyone! Check out John David's resources below!\n\nJohn David's Podcast: https://www.youtube.com/channel/UC7T_528unh2ZgnVcx1sl7oA\r\nJohn David Interviews Me: https://www.youtube.com/watch?v=UGUtCCDh_bo&ab_channel=HowtoGetanAnalyticsJob\r\n\r\nTry watching these interviews next:\r\nOther Interviews To Watch:\r\nHow He Landed a Data Analyst Job in Less Than a Year | Subscriber Interview : https://www.youtube.com/watch?v=SsGKZe4dVyk&ab_channel=KenJee\r\nHow She Dominated the FANG Data Science Interview | Tina Huang: https://www.youtube.com/watch?v=vfV4nm004VQ&ab_channel=KenJee"", 'Not the same', 'Thank you for the insight, gentlemen. Great interview.', ""tldr : to be in management role you don't need to have hard core knowledge and experience. You just need to know how to sell yourself."", ""KJ question to ask when you are in an interview at 43:20 is genius!  Think past the sale.  I don't think high-risk if you put in a reasonably humble tone."", 'Yes I 1000% agree, going out and getting it WORKS but also creating content bring opportunities to you!', 'So from what I hear, self taught is not necessarily a bad thing in data analytics?', 'Really fun interview to watch! Thanks for sharing your background and tips that made you as successful as you are!', ""Glad that I listened since I was being overwhelmed with choosing PowerBI vs Tableau☺️. I'll probably stick with one & have already started to know basic of it."", 'I agree with the passion-argument. When someone is passionate about their work, they will find a way to improve, even if it may be difficult.']"
1Ir1NgCuI0Y,"[""Thanks for watching everyone! Make sure to check out Tina's Channel! https://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww\n\nTry watching these videos next! \r\nEpisode 1: https://www.youtube.com/watch?v=Ft4GVkQQtgk&ab_channel=KenJee\r\nEpisode 2: https://www.youtube.com/watch?v=27zOn3IJB_M&t=48s&ab_channel=TinaHuang\r\nMy interview with Tina: https://www.youtube.com/watch?v=vfV4nm004VQ&ab_channel=KenJee\r\nAvoid these data science resume mistakes: https://www.youtube.com/watch?v=DM1eE_Coh6g&ab_channel=KenJee\r\nTina's first resume review: https://www.youtube.com/watch?v=mueI-I7Suxw&ab_channel=TinaHuang"", 'LoL i have watching all these videos and all resumes are Indian only lmao! We are flooding every channel with these i guess', 'Hey, Ken!\nIn another video you adviced against putting your picture on your resume. One of the reasons is that it may hinder the efficiency of screening apps.\n\nYou advice against putting icons on the resume too? for example, the icons in https://d.novoresume.com/images/blogs/55839c90-6d75-11e8-9ca8-6d365b13efdc/it-resume.png', ""Hi Ken, I'm newly transitioning into the data science field and am wondering how to approach building a data science resume if none of my work experience is in data science or tech. I've listed several projects, skills, and certifications, but should I also put work experience even if it's unrelated? how would you recommend a  beginner resume like this be structured?"", 'How can we submit a resume for review?', ""Haha it was really interesting to take a look at Tina's resume :D\nWith this series, one always finds optimization potential in one's resume!"", 'Hey Ken! Thanks for another great video.\nI have a question about projects on resumes. I am struggling to think of ways to quantify the purpose of projects beyond just the results of different machine learning models. Because the results are not really put to use after finding them, there is no real quantitative impact to put on the resume (such as a 10% increase in sales).  Is it necessary or suggested to have this for your projects? If so, what ways might you go about restructuring/expanding upon data science projects to address their possible ""lack of usability"" ?', 'Please can you make video on this ""How to choose algorithm for machine learning"".', ""Hey Ken! Another video idea for the pile: a video on the maths you need to do data science and the best places to learn it. I've been slowing working my way through the Mathematics for Machine Learning textbook and it's hard work for someone who never did maths outside of high school."", 'These keep getting more fun! ❤️ Im also so glad that people are finding them helpful 😄']"
d6FeV8WXPWY,"[""Now That's What I Call Unusual Projects Volume 95! Thanks for watching everyone! \n\nTry watching these videos next: \r\n66 days of data: https://www.youtube.com/watch?v=uXLnbdHMf8w&ab_channel=KenJee\r\n5 Essential projects for your portfolio: https://www.youtube.com/watch?v=BBDiadC8BvE&ab_channel=KenJee\r\nIs web scraping legal? https://parsers.me/us-court-fully-legalized-website-scraping-and-technically-prohibited-it/\n\nGame simulator: https://www.whatifsports.com/nfl/default.asp#top\r\nRichmond's Article: https://towardsdatascience.com/how-im-using-smartwatch-sensors-to-limit-covid-19-infection-51abe04f81f9"", ""Hey Ken. What would the best approach be if I already have a project but am just getting started with Python programming?\xa0\nOn conversing with a data scientist one time, I was told it was a deep learning problem. I am confused if I should learn what's necessary for this project or approach it like everyone else?"", 'Does the building a web app require another language besides python?', 'Hey Ken! Please make one video on hyperparamter tuning for random forest classifier.', 'Ken..\nI think you forgot something...\n#NoPapayasWereHarmed', ""I like the last project ideas. :) It's nice how you start from scrapping and data analysis and end with AI ;)\n\nWhat did you do for the glassdoor project (data scraping wise) if you don't mind me asking? If I understand things correctly, if the robots.txt forbids you from scraping them, you use their API and all is cool? \n\nHow is it with using youtube data for data science projects? I'm not talking about downloading videos - I'm interested in comments, video titles and thumbnails. Intuitively it should be ok to use those... \n\nEdit: I should watch the videos of the projects you reviewed for inspiration."", ""Hi Ken, love your videos. Got a question for web scrapping tho. Maybe I'm missing it, but what should I be looking out for in the robots.txt about scraping? I pulled up the glassdoor one on my own, but not sure which line says to not scrape. Maybe I'm missing it or don't really know what to look for."", 'What is the best tool for webscraping', 'Ken really nailing it with the accessories here ;D\nThe last point really made me smile, because my largest ML project yet also utilizes embedded devices, so that was a good amount of positive reinforcement!', 'Next project: build a web app that smashes the like button.']"
WRF_dKZ_i24,"['Thanks for watching everyone! I love making educational videos, but sometimes it is nice to make one just for fun. Enjoy! \nPart 2: https://www.youtube.com/watch?v=ogodLg9UOYY&ab_channel=DataLeap\nhttps://www.youtube.com/channel/UC23emuGbNM7twofQIrEgPBQ', 'Bravo.....😂Sitting on the floor to ground my thoughts...😂by the way nice video🤟', '""what do you mean I can\'t do this with a jupyter notebook?"" 😂', 'LMFAO I SAY MODELS TRAINING TOO MUCH', ""To be honest naming your child Leigh Techkkkkq is still a better idea then calling them Latex and insisting that's not how you pronounce it haha (0:37)"", 'Love it', 'Fucking legend', 'I laughed so FREAKINNG hard when he said “we extract signal from the noise”', 'PPT vs Latex OMG XD', '""The model\'s training"" is the new ""The program\'s compiling"".']"
UpaEjBOMNqs,"['Thanks for watching everyone! Let me know what you think of the (bonus) 6th tip! \n\nTry watching these videos next! \nSharpestMinds Co-Founder Interview: https://www.youtube.com/watch?v=7VcdvSyoxnc&t=15s&ab_channel=KenJee\r\nHow She Dominated the FAANG Data Science Interview: https://www.youtube.com/watch?v=vfV4nm004VQ&ab_channel=KenJee\r\nHow He landed a Data Analyst Job: https://www.youtube.com/watch?v=SsGKZe4dVyk&ab_channel=KenJee\r\nHow I got my first contracting job: https://www.youtube.com/watch?v=6tQtwqthUMI&ab_channel=KenJee', 'Hey Ken,\nThis is like your 5th video I watched in a row right now, and I have to leave a comment full of gratitude. Thank you so much! You deserve many more likes and views.', 'I came back to this video just to tell you that my first ever DS interview will be on Monday :) And for everyone reading this I totally confirm what Ken said ! The only option I have for the moment is applying through job boards and cold emails .. After sending my resume to over a 100 job postings, I finally got one interview .. I hope I get it :)', 'Thank you for this video. This is the next most important step after putting lots of our time and effort to learn and explore data science.', ""I'm very heading 😁"", 'Do you think a software engineering internship looks good for data scientist?', 'Thanks A Lot! Was in a 1% till now...And I need to search topics directly from your channel about the topics I want videos on..I think you have covered everything.. thanks', 'Ken, This is an extremely valuable insight. Thank you so much.👍🏻', 'more videos like this please!', ""Hi Ken, tell me what you think of my idea.\nGiven my age and current educational background and the fact that we are in a pandemic and many companies are probably mitigating risks in regards to hiring, trying to find myself an entry-level data analyst job will probably be next to impossible. I have decided that I am going to be starting a master's program this fall. I am deciding on Colorado State University Global's AI and Machine Learning master's degree or going with Eastern University's Master's in Data Science. Eastern's  program is brand new, so it probably does not have many reviews yet. It seem like it is a program for all ability levels, so I'm not sure of the robustness of the program. I am thinking of going for a double master's in this field. I could go the PhD route if I'm going to have a master's already by the end of next year, but I do not feel like setting myself back several tens of thousands of dollars more in debt for doctorate school. I figure the job market is not going to get any where near normal until at least 2023. With so many people out of work and looking for new jobs, I feel it is going to get super competitive. With the rock bottom tuition for some of these programs helping to minimize student loan debt, I might as well use this time to rack up a master's degree or two in this field.""]"
UKuK2fXu_dU,"[""Listen to Ken's Nearest Neighbors on all the main podcast platforms! \r\nOn Apple Podcasts: https://podcasts.apple.com/us/podcast/kens-nearest-neighbors/id1538368692 (Please rate if you enjoy it!)\r\nOn Spotify: https://open.spotify.com/show/7fJsuxiZl4TS1hqPUmDFbl\r\nOn Google: https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5idXp6c3Byb3V0LmNvbS8xNDMwMDQxLnJzcw?sa=X&ved=0CAMQ4aUDahcKEwjQ2bGBhfbsAhUAAAAAHQAAAAAQAQ\r\nOn YouTube: https://www.youtube.com/channel/UCpEJMMRoTIHJ8vG8q_EwqCg (Trying to get to 1k so I can start tagging YouTube Guests!)\n\nWas great interviewing Kate! Her links below:\nThe DATAcated conference: https://storybydata.com/datacatedconference/\r\nKate's YouTube: @Story by Data \r\nKate's Linkedin: https://www.linkedin.com/in/kate-strachnyi-data/"", ""I loved this episode, I'm trying to learn more about creating effective data Viz and this episode was a gold mine into a little tips that improve that"", 'This is very helpful! Thanks!', ""This video made me more aware of the importance of building my personal brand. My weekly sharing at maimai (local social medium like linkedin in China has lasted 5 months. I did not realized it has been so long until today. Just keep it as a habit. \r\nI've worked in the manufacturing industry for over 10 years. I strongly believe that AI and big data analysis will bring our industry to a brighter future. Though I'm still struggling in picking up the data science skills, I hope to bring awareness of AI power to more people from the manufacturing industry. That's why I started my sharing of AI, big data analysis, the driven power behind IT industry, 5G, block chain. The highest number of views are 100~200, still far away from those popular posts which got thousands of views. I'm not discouraged because I know what I'm doing and why I'm doing it. So I will keep making my efforts."", 'Great video as usual Ken, Thanks for the video, Try interviewing these amazing people: Kiril iremnko - Jose Portilla - Jon Kron - DJ Patil', ""Just awesome content i am fresh grad from BIS and i am going for data science .. few people in Egypt know the concept as it's the hot trend the next years ♥️"", ""Never commented before but I really want to thank you, Ken, for your videos! You've helped me a lot on my Data Science journey. We appreciate your hard work! Hello from Russia :)"", 'I follow both of your contents regularly and this was such an amazing episode!', 'Inspiring interview!\nDaily exposure and ""just putting yourself out there"" definitely helped me on my journey as well.\nI did not hear about MakeOverMonday but I just looked at it and it really seems like an awesome resource.', 'Really enjoy this series! Great insight for a data science student like myself! Cheers from Singapore!']"
Ft4GVkQQtgk,"[""Thanks for watching everyone! Check out Tina's channel for the next video of this series coming out next week! Tina's Channel For Next Week's Episode: https://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww\n\nTry watching these videos next! \r\nMy interview with Tina: https://www.youtube.com/watch?v=vfV4nm004VQ&ab_channel=KenJee\r\nAvoid these data science resume mistakes: https://www.youtube.com/watch?v=DM1eE_Coh6g&ab_channel=KenJee\r\nTina's first resume review: https://www.youtube.com/watch?v=mueI-I7Suxw&ab_channel=TinaHuang"", '15:50\nHow Project description can be written.', 'Will be using all points noted by you in my resume.', 'Watched these when I was making my own resume for internships. Super helpful.', ""Hi @Ken jee \nCould I get my resume reviewed? I have made changes to my resume after watching your video & I bet you'd love to see the changes & also would like to get more suggestions on the current one."", 'Would like to hear your thoughts on this \nhttps://www.careercup.com/resume', 'Sir my dataset has 35k observation. Should I start doing analysis using entire dataset or should I first select sample out of it. Because I do not know what should be the better number of observation should a sample dataset have ?', 'Ken you are really an expert on reviewing resumes', 'Two of my favourite creators join to help the community out with resume reviews; awesome collaboration! :)', ""This is good! Showing instead of telling!  I'm curious what to do for myself though.  I have a DS degree and worked 2 DS jobs, but neither involved any modeling (DS or otherwise).  An old boss thinks I should focus on business value delivery and skip the personal DS modeling projects.  What do you think?""]"
BBDiadC8BvE,"['Thanks for watching everyone! Remember to comment below with the session you would be most interested in attending for your chance to win one of the 3 free tickets to the NVIDIA GTC! \nGTC Sessions - https://www.nvidia.com/en-us/gtc/session-catalog/?tab.catalogtabfields=1600209910618001TWM3\r\nGTC Overview - https://www.nvidia.com/en-us/gtc/\r\n\r\nTry watching these videos next! \r\n3 proven data science projects for beginners - https://www.youtube.com/watch?v=8igH8qZafpo&ab_channel=KenJee\r\nThe data science project from scratch series -https://www.youtube.com/watch?v=MpF9HENQjDo&list=PL2zq7klxX5ASFejJj80ob9ZAnBHdz5O1t&ab_channel=KenJee\r\nThe Titanic Project Walk-through - https://www.youtube.com/watch?v=I3FBJdiExcg&ab_channel=KenJee\n\nPush up cv video - https://www.youtube.com/watch?time_continue=9&v=x31c9FYypOs&feature=emb_logo&ab_channel=CollinBell\r\nPush up cv medium post - https://medium.com/@collinalexbell/building-a-pushup-counter-with-opencv-clojure-bcee2c4720a3', 'This sounds more like supervised and unsupervised learning, rather than data science', ""Your description of project 2 spit out a bunch of terms I'm not familiar with at all... I had to turn on captions to be sure I was hearing you right.  Guess I'm making flashcards."", 'Hi Ken! Can u post the link to the push-up counting project? I would like to learn more abt that! Thank  in advance :)', 'is it too late for starting DS at the age of 28 ?', 'is it too late to start DS at the age of 28 ?', 'can i get a free coupon', ""Here's the course you need. It's paid but it's worth it.\n\nhttps://khadymschool.thinkific.com/courses/data-science-hands-on-covid-19-face-mask-detection-cnn-open-cv"", 'Project on EDA, can we add this project in our resume/portfolio in order to applying for some data science position?', 'Excellent useful video. Thanks!']"
7VcdvSyoxnc,"[""Listen to Ken's Nearest Neighbors on all the main podcast platforms! \n\nOn Apple Podcasts: https://podcasts.apple.com/us/podcast/kens-nearest-neighbors/id1538368692 (Please rate if you enjoy it!)\r\nOn Spotify: https://open.spotify.com/show/7fJsuxiZl4TS1hqPUmDFbl\r\nOn Google: https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5idXp6c3Byb3V0LmNvbS8xNDMwMDQxLnJzcw?sa=X&ved=0CAMQ4aUDahcKEwjQ2bGBhfbsAhUAAAAAHQAAAAAQAQ\r\nOn YouTube: https://www.youtube.com/channel/UCpEJMMRoTIHJ8vG8q_EwqCg (Trying to get to 1k so I can start tagging YouTube Guests!)\n\nSpecial thanks again to Jeremie for allowing me to interview him! His links here:\nJeremie's Twitter: https://twitter.com/jeremiecharris\r\nSharpest Minds: https://www.sharpestminds.com/\r\nTowards Data Science Podcast: https://towardsdatascience.com/building-your-brand-in-data-science-840ba5baaff9\n\nTry watching these interviews next! \n66 Days of Data: https://www.youtube.com/watch?v=uXLnbdHMf8w&ab_channel=KenJee\r\nInside the mind of a kaggle grandmaster: https://www.youtube.com/watch?v=5v_ulmGv-gc&ab_channel=KenJee\r\nHow she dominated the faang data science interview: https://www.youtube.com/watch?v=vfV4nm004VQ&ab_channel=KenJee"", 'I need to find time to watch this🥺', 'Do they do it for internships too?', 'I have heard that software engineering position in India are quite different than in other countries, especially when it comes to employee treatment and pay. If that is the case, I am not too sure the Sharpest Minds model will work in India unless the client was looking to move to another location.', 'Haha, the part at the beginning really got me! :D\nThere is some truth to this, it is just like overfitting a model but in a different way.\nInteresting interview for sure :D\n#KenJeePodcast', 'Hi Ken, Do you play fantasy football of premier league?', 'Great Video Mr. Jee. I have one question, he talks a lot about A/B testing. Can you describe what that means for a beginner data scientist like myself?', 'Thanks for having Jeremie on, Ken!', 'I actually wanted to ask an question that i am currently doing stats as my classwork and i am pretty much enjoying with along with some algebra. But i wanted to know that is calculus and others math are cruciel? I am not good at it', 'When sharpestminds.com will be launching in india?']"
8Vxjp2KVHqs,"['The Q/A session at the last was very important. Got the answer to my own question about beginners projects. Thanks for answering that question Ken.', ""I totally agree with you Ken.....people really need to focus on the business results vs. techniques used or programming code. Businesses hire people to solve problems, generate sales, reduce costs, improve customer satisfaction, etc. All of these things can be quantified to some degree. At a minimum, put some focus on how your project adds value to the organization. Position yourself as not just a data scientist or ML engineer, but also a value-add problem solver and business advisor. You're not in academia, you're in business."", 'Very good advice, I like the honest, detailed responses. Will definitely be dropping you a message when I get some more work done! - mechanical engineer', 'Very instructive video, thanks !', 'Thanks for this video, Ken.\nCan you please walk us through the Data-domain (Data Scientist/Data Engineer/Data Analyst) recruitment process in one of ur videos?\n\nI am doing my undergrad in Computer Sc. Engineering. The campus-recruitment at my university is more Dev-intensive, focused on coding, Data-structures and Algorithms... could you suggest me something?\nThanks. Ciao!', 'hi Ken, really helpful video! Do you have any examples of how to include Github and Git into my routine? (you mentioned it at the end of the video). Do i just focus on getting my project on github or focus on how to store it and present it (if thats the case, is there a tutorial on it or would you be interested in doing some tutorials?). Or is it something totally different. \nKeep up the good work!', 'A great video with so much knowledge and handy pick up things to improve for oneself. That portfolio looks smooth, any possibility you might do another video on portfolio building (feat data professor)? Would love it!', 'Guys how to make ""skills enclosed in the box"" eg. Python, Keras? Check 3:49. Those look so awesome!. How to make them in LibreOffice?  Help!\n\nThanks, Ken Jee for the sharing another awesome video! His clean and neat CV is something I want to make on my own. Is there any paid/non-paid platform where I can make the CV in similar template?', ""Hey Ken I've got a question for you related to projects and stuff you look for on a entry level data scientists resume/portfolio. I'm trying to decide what I should do for my next project and I'm unsure what will look better on my resume. \n\nProject A - Kaggle: \n- finish top 10% in a Kaggle competition and write a blog post outlining each step of the process and explaining my thought process of why I chose certain algorithms and my understanding of certain concepts \n\nProject B - solve a cool problem or answer a question with data science: \n-Pull data from an API database to get experience with SQL or collect my own data source through scraping \r\n-Clean the data \r\n-Do some advanced feature engineering with the data \r\n-Do some testing on different models to figure out which one performs the best \r\n-Create a website and put the end model into production \r\n-write a blog post about the project and its results   \r\n\nWould love to hear your thoughts on this and if you value placing well on Kaggle more than a personal project that solves an interesting question. Cheers!"", 'With recruiting season underway this series has been very helpful to me Ken!']"
Kq9dkZu0bpg,"[""Listen to Ken's Nearest Neighbors on all the main podcast platforms! \r\nOn Apple Podcasts: https://podcasts.apple.com/us/podcast/kens-nearest-neighbors/id1538368692 (Please rate if you enjoy it!)\r\nOn Spotify: https://open.spotify.com/show/7fJsuxiZl4TS1hqPUmDFbl\r\nOn Google: https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5idXp6c3Byb3V0LmNvbS8xNDMwMDQxLnJzcw?sa=X&ved=0CAMQ4aUDahcKEwjQ2bGBhfbsAhUAAAAAHQAAAAAQAQ\r\nOn YouTube: https://www.youtube.com/channel/UCpEJMMRoTIHJ8vG8q_EwqCg (Trying to get to 1k so I can start tagging YouTube Guests!)\n\nHad a great time speaking with Andrew! Make sure you check out his video where he interviews me on his channel! https://www.youtube.com/watch?v=J1_n6Fh3eXA&list=PLQSZ4zLrngv-PpsVjBBUme7NSQUHnZduQ&index=2&ab_channel=DataLeap\nAndrew's Channel: https://www.youtube.com/c/DataLeapTech?sub_confirmation=1\nAndrew's Channel Intro: https://www.youtube.com/watch?v=5V4JQNEjmps&list=PLQSZ4zLrngv-PpsVjBBUme7NSQUHnZduQ&index=1\nData Professor Collab: https://www.youtube.com/watch?v=0Z07lTpP9q0&list=PLQSZ4zLrngv-PpsVjBBUme7NSQUHnZduQ&index=11&ab_channel=DataLeap\nDis or Data: https://www.youtube.com/watch?v=8XmvkYOKqvM&list=PLQSZ4zLrngv-PpsVjBBUme7NSQUHnZduQ&index=10\n\nOther Interviews To Watch:\nHow He Landed a Data Analyst Job in Less Than a Year | Subscriber Interview : https://www.youtube.com/watch?v=SsGKZe4dVyk&ab_channel=KenJee\nHow She Dominated the FANG Data Science Interview | Tina Huang: https://www.youtube.com/watch?v=vfV4nm004VQ&ab_channel=KenJee"", ""Hi Ken,  Many thanks for your interesting and insightful sharing! I 'm from China, and have been following you on youtube. I worked for 3 Fortune-500 companies (European, American) in different roles (research, application, marketing) in the manufacturing industry in the past ten years. I like learning and  taking challenges.\nMy current challege is to redirect my career development into data science field to keep up with intelligent era. I hope to master the big-data-analysis skill and apply it to the digital transformation of manufacturing industry. I started learning machine learning and data analysis respectively 2~3 years ago, and took several on-line courses on Udacity, Coursera, DataCamp. I'm major in material science and engineering, much different from CS , mathematcs or statistics. There's so much to pick up! Everytime I feel like learning more, I soon found out much more to learn. It's quite overwhelming...\nYour sharing helped me know better about the world of data science. As you advised, I'm now working on the Kaggle competition. Even though, the course I took before had several projects based on the Kaggle datasets and competition, it's my first time to participate in on my own. Besides, this week, I started uploading my work to github and Kaggle to build up my profile."", 'I imagine Andrew is one of those people who is just really pleasant to talk to. There is just something about the way he communicates that is just so captivating. Loved the interview! :)', 'brah when the video was minimized and you know it start moving i though you are flithy frank', 'Awesome interview!! Finally learned about your background Andrew! I had no idea you were pre-med. Also super entertaining 😄 Ken - your interview series keeps getting better and better 😍 Keep up the amazing work!', 'Thanks for the great videos as always Ken Jee! I love your content! Andrew is such a great guy as well. Please make more project-related videos. I would love that :)', ""Wow! Thank you so much for this! Gave him a follow! :-)\n\nAlso, I noticed that you have a BS in Economics. I am currently an Economics major too and am interested in your hearing about your journey from Econ to Data Science. I wonder if you'd be willing to make some videos about that because I would appreciate your insight and advice."", 'Truly a success story! Thank you so much for doing this #KenJee and congrats to Andrew from #dataleap  :D keep up the good work!', 'Hey Ken Jee, hope you are doing great.\nI jave a question, in your opinion how long it takes to become a good data scientist or data analyst for someone who is good in statistics and using excel, beginner in programming, knows  the basics of sql, python and tableau', 'I want to ask you a question and ı hope you will answer. I am willing to be a data scientist. After 3 years, ı can have a job because i am in a college right now and student of statistics and computer science program. And my question is; will data science job die until i get the job or data science will die in the future?']"
